microRNA	P-value (global)	P-value (local)	Association	Target (Gene Symbol)	Target (Entrez)
hsa-miR-378	0.00196	0.000147	positive	NSFL1C	55968
hsa-miR-378	0.00196	0.000168	positive	KLHL5	51088
hsa-miR-378	0.00196	0.00109	positive	SBDS	51119
hsa-miR-564	0.00204	0.00267	negative	RYK	6259
hsa-miR-564	0.00204	2.32e-05	positive	SETD1A	9739
hsa-miR-564	0.00204	0.000144	positive	AKT2	208
hsa-miR-564	0.00204	0.00029	positive	FAM53B	9679
hsa-miR-564	0.00204	0.000302	positive	TFAP4	7023
hsa-miR-564	0.00204	0.00147	positive	PTPRU	10076
hsa-miR-564	0.00204	0.00357	positive	CENPB	1059
hsa-miR-513a-5p	0.00206	0.000118	negative	AGFG1	3267
hsa-miR-513a-5p	0.00206	0.000371	negative	CNOT6L	246175
hsa-miR-513a-5p	0.00206	0.000445	negative	RICTOR	253260
hsa-miR-513a-5p	0.00206	0.000469	negative	ZMYM4	9202
hsa-miR-513a-5p	0.00206	0.000632	negative	SBF2	81846
hsa-miR-513a-5p	0.00206	0.000748	negative	USP47	55031
hsa-miR-513a-5p	0.00206	0.00085	negative	INO80D	54891
hsa-miR-513a-5p	0.00206	0.00121	negative	SLC5A3	6526
hsa-miR-513a-5p	0.00206	0.00143	negative	C11orf30	56946
hsa-miR-513a-5p	0.00206	0.00186	negative	TNPO1	3842
hsa-miR-513a-5p	0.00206	1.87e-05	positive	SNTA1	6640
hsa-miR-513a-5p	0.00206	0.00105	positive	PCGF2	7703
hsa-miR-513a-5p	0.00206	0.00109	positive	GIGYF1	64599
hsa-miR-513a-5p	0.00206	0.00119	positive	TRIM71	131405
hsa-miR-513a-5p	0.00206	0.00132	positive	PCDHAC1	56135
hsa-miR-513a-5p	0.00206	0.00161	positive	IER5	51278
hsa-miR-485-3p	0.00228	3.24e-05	negative	ARHGAP29	9411
hsa-miR-485-3p	0.00228	9.06e-05	negative	PDIA6	10130
hsa-miR-485-3p	0.00228	0.000187	negative	NOL6	65083
hsa-miR-425	0.00235	3.4e-10	negative	ZNF423	23090
hsa-miR-425	0.00235	9.25e-08	negative	DIP2C	22982
hsa-miR-425	0.00235	2.1e-07	negative	TNC	3371
hsa-miR-425	0.00235	2.52e-06	negative	CADM4	199731
hsa-miR-425	0.00235	0.00134	negative	ITPKB	3707
hsa-miR-425	0.00235	1.84e-05	positive	GNS	2799
hsa-miR-425	0.00235	4.23e-05	positive	FOXJ3	22887
hsa-miR-425	0.00235	6.15e-05	positive	SERP1	27230
hsa-miR-425	0.00235	0.000673	positive	TLK1	9874
hsa-miR-425	0.00235	0.00119	positive	REPS2	9185
hsa-miR-10a	0.00242	0.000248	negative	DAZAP1	26528
hsa-miR-10a	0.00242	0.000647	negative	CECR6	27439
hsa-miR-10a	0.00242	1.24e-06	positive	ITGB8	3696
hsa-miR-10a	0.00242	3.7e-06	positive	NFAT5	10725
hsa-miR-10a	0.00242	0.000402	positive	RAP2A	5911
hsa-miR-10a	0.00242	0.000537	positive	USP46	64854
hsa-miR-10a	0.00242	0.000575	positive	C14orf101	54916
hsa-miR-10a	0.00242	0.000769	positive	INO80D	54891
hsa-miR-10a	0.00242	0.000886	positive	PIK3CA	5290
hsa-miR-1229	0.00272	4e-04	negative	EIF4G2	1982
hsa-miR-1229	0.00272	0.00115	negative	ZZZ3	26009
hsa-miR-1229	0.00272	0.00219	negative	TARDBP	23435
hsa-miR-1229	0.00272	0.0086	negative	KIAA2018	205717
hsa-miR-1229	0.00272	0.0158	negative	NRIP1	8204
hsa-miR-1229	0.00272	0.0282	negative	YWHAZ	7534
hsa-miR-1229	0.00272	0.0285	negative	MAPK1	5594
hsa-miR-1229	0.00272	0.0317	negative	NAA50	80218
hsa-miR-1229	0.00272	0.127	negative	BHLHE41	79365
hsa-miR-1229	0.00272	0.138	negative	FBXO45	200933
hsa-miR-1229	0.00272	0.166	negative	KLF4	9314
hsa-miR-1229	0.00272	0.179	negative	RIMKLB	57494
hsa-miR-1229	0.00272	0.722	negative	CHD3	1107
hsa-miR-1229	0.00272	0.00211	positive	ZNF367	195828
hsa-miR-1229	0.00272	0.00341	positive	GABRG2	2566
hsa-miR-1229	0.00272	0.00606	positive	GRIA2	2891
hsa-miR-1229	0.00272	0.0281	positive	HES7	84667
hsa-miR-1229	0.00272	0.0323	positive	EPHA8	2046
hsa-miR-1229	0.00272	0.0376	positive	PIM2	11040
hsa-miR-1229	0.00272	0.0491	positive	AFF2	2334
hsa-miR-1229	0.00272	0.0851	positive	ATP2B2	491
hsa-miR-1229	0.00272	0.122	positive	ZFHX4	79776
hsa-miR-1229	0.00272	0.172	positive	PPP1R9B	84687
hsa-miR-1229	0.00272	0.174	positive	ANKRD52	283373
hsa-miR-1229	0.00272	0.349	positive	KCNH6	81033
hsa-miR-1229	0.00272	0.427	positive	ZCCHC24	219654
hsa-miR-1229	0.00272	0.684	positive	RUNX1T1	862
hsa-miR-1229	0.00272	0.691	positive	SP8	221833
hsa-miR-1229	0.00272	0.885	positive	CELF2	10659
hsa-miR-300	0.00294	1.72e-05	negative	ACTG1	71
hsa-miR-300	0.00294	4.54e-05	negative	TMEM168	64418
hsa-miR-300	0.00294	6.51e-05	negative	ZBTB33	10009
hsa-miR-300	0.00294	0.000104	negative	HNRNPR	10236
hsa-miR-300	0.00294	0.000131	negative	SENP6	26054
hsa-miR-300	0.00294	0.000137	negative	NUP160	23279
hsa-miR-300	0.00294	0.000142	negative	BIRC6	57448
hsa-miR-300	0.00294	0.000392	negative	GORASP2	26003
hsa-miR-300	0.00294	0.000425	negative	PDS5A	23244
hsa-miR-300	0.00294	0.000489	negative	UBE4A	9354
hsa-miR-300	0.00294	0.000502	negative	PAPOLA	10914
hsa-miR-300	0.00294	0.000737	negative	NBR1	4077
hsa-miR-300	0.00294	0.00074	negative	CNOT1	23019
hsa-miR-300	0.00294	0.000755	negative	TBC1D15	64786
hsa-miR-300	0.00294	3.91e-05	positive	SALL1	6299
hsa-miR-300	0.00294	0.000404	positive	PCSK2	5126
hsa-miR-638	0.00316	0.00666	negative	RIMKLB	57494
hsa-miR-638	0.00316	0.287	negative	CCDC92	80212
hsa-miR-638	0.00316	0.00776	positive	NPAS4	266743
hsa-miR-638	0.00316	0.0252	positive	SPEG	10290
hsa-miR-638	0.00316	0.443	positive	STARD10	10809
hsa-miR-500	0.00327	0.000172	positive	SMOX	54498
hsa-miR-215	0.00337	0.000545	negative	GOLGA8A	23015
hsa-miR-215	0.00337	0.000894	negative	MSN	4478
hsa-miR-215	0.00337	3.47e-07	positive	KIF20B	9585
hsa-miR-215	0.00337	7.47e-06	positive	TYMS	7298
hsa-miR-215	0.00337	3.24e-05	positive	RPRD1B	58490
hsa-miR-215	0.00337	5.29e-05	positive	ARFGEF1	10565
hsa-miR-215	0.00337	0.000338	positive	SLC5A3	6526
hsa-miR-215	0.00337	0.000823	positive	TDG	6996
hsa-miR-499-5p	0.00373	1.39e-07	positive	MAMDC2	256691
hsa-miR-499-5p	0.00373	4.3e-05	positive	SLC25A12	8604
hsa-miR-499-5p	0.00373	4.77e-05	positive	SOX5	6660
hsa-miR-499-5p	0.00373	5.82e-05	positive	CACNB2	783
hsa-miR-499-5p	0.00373	7.5e-05	positive	EPB41L2	2037
hsa-miR-499-5p	0.00373	8.63e-05	positive	NAV2	89797
hsa-miR-499-5p	0.00373	0.000163	positive	LRP6	4040
hsa-miR-499-5p	0.00373	0.000184	positive	CDH2	1000
hsa-miR-499-5p	0.00373	0.000205	positive	KPNA3	3839
hsa-miR-499-5p	0.00373	0.000585	positive	REEP1	65055
hsa-miR-155	0.00381	8.2e-05	negative	USP43	124739
hsa-miR-155	0.00381	1.29e-05	positive	RAPH1	65059
hsa-miR-155	0.00381	2.92e-05	positive	SLC39A10	57181
hsa-miR-155	0.00381	0.000101	positive	SLC2A12	154091
hsa-miR-491-3p	0.00381	2.04e-05	negative	EIF4G2	1982
hsa-miR-491-3p	0.00381	7.89e-05	negative	UBE2J1	51465
hsa-miR-491-3p	0.00381	0.000115	negative	PUM2	23369
hsa-miR-409-3p	0.004	0.000223	negative	EIF1AX	1964
hsa-miR-409-3p	0.004	0.00029	negative	HN1L	90861
hsa-miR-409-3p	0.004	0.000655	negative	TRIM33	51592
hsa-miR-409-3p	0.004	8.71e-07	positive	COL5A2	1290
hsa-miR-409-3p	0.004	3.46e-05	positive	DCLK1	9201
hsa-miR-409-3p	0.004	8.14e-05	positive	LMO3	55885
hsa-miR-409-3p	0.004	0.000221	positive	OLFML3	56944
hsa-miR-409-3p	0.004	0.000684	positive	BNC2	54796
hsa-miR-615-3p	0.00405	0.00126	positive	USP44	84101
hsa-miR-572	0.00407	6.91e-05	negative	C14orf101	54916
hsa-miR-572	0.00407	0.00133	positive	ONECUT1	3175
hsa-miR-134	0.00432	0.000333	negative	USP9X	8239
hsa-miR-134	0.00432	0.000884	negative	PAN3	255967
hsa-miR-134	0.00432	0.00104	negative	KPNA3	3839
hsa-miR-134	0.00432	0.00189	negative	PPP1R12A	4659
hsa-miR-134	0.00432	0.00325	negative	EIF5A2	56648
hsa-miR-134	0.00432	0.00742	negative	RHOQ	23433
hsa-miR-134	0.00432	0.00838	negative	MBTD1	54799
hsa-miR-134	0.00432	0.0099	negative	MED13	9969
hsa-miR-134	0.00432	0.0099	negative	KDM5A	5927
hsa-miR-134	0.00432	0.0105	negative	BNC2	54796
hsa-miR-134	0.00432	0.0155	negative	SSBP2	23635
hsa-miR-134	0.00432	0.0156	negative	KAT7	11143
hsa-miR-134	0.00432	0.0208	negative	CHIC1	53344
hsa-miR-134	0.00432	0.0262	negative	CISD2	493856
hsa-miR-134	0.00432	0.0322	negative	PHLPP2	23035
hsa-miR-134	0.00432	0.0357	negative	SEC11A	23478
hsa-miR-134	0.00432	0.0468	negative	BAGE4	85317
hsa-miR-134	0.00432	0.0515	negative	CPEB2	132864
hsa-miR-134	0.00432	0.062	negative	SGMS1	259230
hsa-miR-134	0.00432	0.0842	negative	LSM12	124801
hsa-miR-134	0.00432	0.114	negative	PRKCB	5579
hsa-miR-134	0.00432	0.125	negative	KAT6B	23522
hsa-miR-134	0.00432	0.263	negative	PSD3	23362
hsa-miR-134	0.00432	0.283	negative	FOXP2	93986
hsa-miR-134	0.00432	0.324	negative	RNF185	91445
hsa-miR-134	0.00432	0.36	negative	DAB2	1601
hsa-miR-134	0.00432	0.498	negative	NUMB	8650
hsa-miR-134	0.00432	0.53	negative	GNAO1	2775
hsa-miR-134	0.00432	0.563	negative	VDAC2	7417
hsa-miR-134	0.00432	0.614	negative	ODZ2	57451
hsa-miR-134	0.00432	0.646	negative	AFF3	3899
hsa-miR-134	0.00432	0.000997	positive	SH2B1	25970
hsa-miR-134	0.00432	0.00143	positive	ASIC1	41
hsa-miR-134	0.00432	0.0032	positive	TIGD5	84948
hsa-miR-134	0.00432	0.00358	positive	ZMAT5	55954
hsa-miR-134	0.00432	0.0043	positive	MLL2	8085
hsa-miR-134	0.00432	0.0104	positive	ANGPTL4	51129
hsa-miR-134	0.00432	0.0279	positive	ANKRD52	283373
hsa-miR-134	0.00432	0.0301	positive	TULP1	7287
hsa-miR-134	0.00432	0.0541	positive	GGCX	2677
hsa-miR-134	0.00432	0.0637	positive	ARL4D	379
hsa-miR-134	0.00432	0.0705	positive	SMAD6	4091
hsa-miR-134	0.00432	0.139	positive	PHF8	23133
hsa-miR-134	0.00432	0.139	positive	CA7	766
hsa-miR-134	0.00432	0.172	positive	GABRB2	2561
hsa-miR-134	0.00432	0.181	positive	PATZ1	23598
hsa-miR-134	0.00432	0.216	positive	ZDHHC9	51114
hsa-miR-134	0.00432	0.347	positive	NHS	4810
hsa-miR-134	0.00432	0.418	positive	SH2B3	10019
hsa-miR-134	0.00432	0.492	positive	GRIK2	2898
hsa-miR-134	0.00432	0.531	positive	PHF15	23338
hsa-miR-134	0.00432	0.547	positive	TRIM9	114088
hsa-miR-134	0.00432	0.639	positive	AMMECR1	9949
hsa-miR-134	0.00432	0.652	positive	ILDR2	387597
